must buy! good quality nice product,positive
very good good,positive
excellent wow super good quality,positive
horrible dont buy size is very small,neutral
just okay nice product,positive
good choice very nice,positive
super! mind blowing love this product,positive
mind-blowing purchase cute as well,positive
brilliant pretty enough to steal your heart,positive
terrific purchase these are so pretty,positive
brilliant nice product,positive
best in the market! nice and fast delivery,positive
excellent nice,positive
super! very pretty like this,positive
super! very cute product,positive
simply awesome nice,positive
not good not badbut very small,neutral
brilliant cute but too tiny,positive
perfect product! this product is very good,positive
fabulous! very cutenice quality,positive
best in the market! nice,positive
classy product cute product,positive
excellent very beautiful,positive
really nice i am happy thank you flipkart,positive
super! nice as expected,positive
really nice looking awesome,positive
highly recommended very nice product,positive
must buy! love it,positive
simply awesome lovely product,positive
highly recommended nice,positive
awesome amazing product,positive
mind-blowing purchase cute,positive
good nice,positive
wonderful nice product,positive
excellent the size is small but good product at this price,positive
very good very cutee,positive
really nice its so good and cute buddhas,positive
very good superb,positive
brilliant i really loved it its looking awesome like a little cutie pies i loved it,positive
perfect product! nice,positive
good choice good,positive
just wow! nice quality is very very good,positive
terrific its looks nice the product is same as the picture,positive
super! very cute and perfect as expected,positive
perfect product! nice product,positive
best in the market! nice product,positive
brilliant product are really good,positive
terrific this product is very good,positive
wonderful excellent product,positive
just okay very nice,positive
awesome good,positive
fabulous! nice,positive
simply awesome good,positive
wonderful super,positive
highly recommended superb,positive
worth every penny good,positive
wonderful awesome worthful price and looks too cute,positive
terrific purchase looking nice good quality,positive
wonderful worth the money,positive
slightly disappointed not bad but very small,negative
awesome i am happy to buy little stuff,positive
mind-blowing purchase very good i love it,positive
just okay its ok but product size is too much smaller than my expectation,positive
fabulous! great product,positive
highly recommended liked the item,positive
terrific super lovely,positive
value-for-money good one,positive
value-for-money good,positive
super! so cute i just loved it,positive
fair tooooo short monk statue,neutral
mind-blowing purchase superb good quality nice packaging highly recommend to buy very cute,positive
brilliant nice looking so beautiful,positive
excellent i just love the product quality and its worth buying for this price,positive
expected a better product its too small in size,neutral
awesome so adorable n so cute i brought 2nd time from flipkart really good for home decor,positive
nice product good,positive
perfect product! good,positive
worth every penny the adiyogi decorative is great product in quality and alsi in size the product is really strong with good quality and great design you can keep it your cars room showcase etc,positive
just wow! in sanskrit adi from the earliest timesanth end antim endingadiyogi an ancient yogibest idol for at my house i like this much perfect shape cresent set on top,positive
super! nyc product finishing is good looks attractive i like this sculpture and i recommend my friend also to buy this really amazing product lord shiva,positive
great product this is just amazing i always wanted this type of sculpture the quality is amazing and it feels like i am seeing the real adiyogi superb quality and affordable price,positive
super! its a beautiful showpiece the quality is good and the finishing is also nice gifted this to my mother and she is very happy with this one,positive
awesome product have a nice finishing according to the pricethis was very light weight colour was very nice also the shape is perfection of the art,positive
excellent i recieved it with a nice and safe packaging quality of detail is superb very very genuine product in terms of detail and quality,positive
just wow! awsome loved it,positive
mind-blowing purchase beautiful collection good for car dashboard,positive
perfect product! really nice did not expect this quality at this cost and even the design is awesomethanks for this tiny lovely shiva,positive
simply awesome good quality showpieceperfect for car and tableit looks very nice,positive
wonderful loved this the product was sent as described in the pictures and in the other reviews gives an amazing feel to the car decor,positive
great product this is perfect for home decoration and also we can gifted to our relatives product finishing is good and looking perfect,positive
best in the market! worth it,positive
terrific nice quality at this price,positive
wonderful amazing,positive
fabulous! eally superb idol of lord shiva and value for money and also gives us a feel of visiting the real tallest adiyogi at coimbatore,positive
great product awesome mahadev har har mahadev,positive
excellent shiva idol is really mesmerizing i bought to decorate my drawing roomgood quality and finish same as in pic must buy,positive
excellent fantastic product,positive
simply awesome size is small and packaging was not good otherwise the product is same as shown in the pictures without any defects light weight and beautiful thanks to flipkart for such amazing product and early delivery so its my responsibility to give my feedback as a customer thank you,positive
good product but finishing very bad,negative
worst experience ever! the merchant has supplied much less measured idol than what is described in the flipcart site the weight is also not even half of what they have mentioned this way they are cheating the members dont buy,negative
horrible qualify no so good,positive
great product beautiful,positive
worthless qualities is not good,negative
good quality product quality is good,positive
delightful thanks flipkart i m happy for this,positive
really nice used on my car its very nice n well built statue if anyone want it surely recommended,positive
worth the money its ok,neutral
just wow! excellent,positive
awesome super bro,positive
classy product same as shown in the image perfect for gifting,positive
did not meet expectations very small size,negative
good nice product and good qualityvary nice,positive
worth every penny cute mahadev,positive
awesome recommendednice product for gift,positive
just wow! very good product,positive
nice product need to good finishing,positive
slightly disappointed quality is good and printing adiyogi need to be imporved but size is not as given so 2 star,positive
horrible your quality very bad product to small i am upset,negative
super! awesome product,positive
must buy! exactly same as shownso beautiful and peaceful,positive
just okay average,neutral
excellent nice quality,positive
moderate very cheap quality item poof finishing,negative
worth every penny super,positive
does the job didnt have the tika on my one but a good product,positive
best in the market! its really worth,positive
super! nice,positive
super! best one,positive
pretty good worth buying,positive
classy product good product,positive
simply awesome very good product,positive
absolute rubbish! the quality and shape was really disappointing,negative
don't waste your money size too small for car deshboard,negative
just wow! fantastic product,positive
great product nice,positive
very good best quality but small size,positive
super! best value product,positive
brilliant good,positive
perfect product! such a beautiful product iam very happy,positive
did not meet expectations it is a thin hardboard with wood color paperon it yes you can call hardboard also a wood but it is very weak the length of screw of key holders is around half a centimetre and if you turn it full fifty percent is outside in back,negative
excellent good product,positive
really nice not bad in this price this is not woodn thanks flipkart,positive
value-for-money super,positive
classy product very good,positive
terrific nice product love it,positive
super! nice,positive
fair nice,positive
good very small,neutral
terrific very beautiful,positive
mind-blowing purchase very good product in affordable price,positive
best in the market! good product,positive
super! ok,neutral
just okay good,positive
great product good product,positive
nice product good product,positive
decent product its not wooden but its a hardboardits ok,positive
pretty good its really very good,positive
classy product nice,positive
best in the market! nice,positive
mind-blowing purchase ok,neutral
terrific purchase good,positive
terrific nice product,positive
classy product good,positive
very good good,positive
just wow! super,positive
not recommended at all lower qwality,negative
awesome very nice buy it now dont think so much nice product,positive
brilliant excellent,positive
super! nice,positive
highly recommended good quality looking perfect,positive
great product useful product loved it,positive
bad quality its not a wooden below average products,negative
just wow! nice,positive
best in the market! super,positive
just okay average material,neutral
wonderful good,positive
awesome the product is really good enough its exactly similar as in the picture overall its worthy value for money,positive
classy product very good,positive
utterly disappointed not good,negative
great product this is nice product but this is very light,positive
worth every penny exellent,positive
worth every penny very good,positive
terrific nice stand but ply board,positive
brilliant gud product,positive
wonderful good,positive
terrific purchase nice,positive
terrific purchase nice product,positive
nice good,positive
terrific nice product,positive
worst experience ever! very light quality made with fevicol and gum,neutral
decent product product finishing was not good,negative
value-for-money nice chala bagundhi,positive
must buy! excellent product and service,positive
not recommended at all not good,negative
good nice one,positive
could be way better not more than expected,neutral
really nice nice,positive
expected a better product metirials very bad,negative
great product very nice,positive
wonderful it is good in this prize,positive
pretty good satisfied,positive
very good nicee,positive
expected a better product quality of product not meet expectations,neutral
best in the market! nice,positive
terrific purchase best products,positive
delightful nice,positive
excellent good,positive
very good useful,positive
highly recommended im happyvery useful,positive
brilliant good,positive
best in the market! good,positive
brilliant very good,positive
really nice good product,positive
fair good quality,positive
fair good but should be more stronger,positive
good its ok,neutral
wonderful not bad,positive
classy product very very nice,positive
classy product nice,positive
fair nice,positive
good quality product its nice,positive
super! very good,positive
waste of money! very low quality,negative
highly recommended good prodect,positive
excellent good quality,positive
nice good quality and convenient product,positive
does the job nice,positive
worth every penny the product is very good and beautiful i like it very much u should buy it its nice for home decoration,positive
great product its beautiful according to price though cow and calf is not much finished but its a beautiful piece love it,positive
fair the small calf isnt polished and the show piece is smaller than what is seen in the picture the bell of the cow isnt at correct place could have been better at this price but it looks decent enough for buying,positive
best in the market! wow i loved this idol what a fantastic finishing just wah no other words to say,positive
worth the money beautiful iam happy with this product thx to deliver boys will fast delivery thx so much gobbless nice peaking,positive
classy product thank you flikart for giving nice quality and beautiful productkrishna idol which we ordered is so beautiful good qualityand it is more than our expectation,positive
brilliant very good,positive
very good worth the money use it as decorative dont use it for daily pooja,positive
excellent beautifulbest in price,positive
terrific purchase nice product,positive
nice product great value for money in such a affordable price you can not get anything better than thismust buy,positive
fabulous! good,positive
super! awesome product thank you flipkart,positive
excellent nice product,positive
awesome perfect as shown in the image loved it thank you flipkart,positive
wonderful good productworth of money,positive
awesome good looking,positive
wonderful good,positive
worth the money good product,positive
awesome good finishingbut material wise i cant give 5 star,positive
nice product nice product,positive
just wow! lovly i loved it,positive
great product good product good quality,positive
worth every penny very nice,positive
classy product nice product,positive
good choice nyc product definitely everyone should go for it,positive
simply awesome nice one thank you,positive
terrific looking very good l like this product,positive
just wow! very nice beautiful,positive
does the job its good,positive
good quality product osam,positive
great product good,positive
wonderful good product i liked it,positive
terrific thank you,positive
brilliant good,positive
highly recommended simply superbnice onei love it,positive
simply awesome beautiful products good quality go for it,positive
simply awesome so beautiful,positive
pretty good peice is ok lightweightn as per price its gudjustifiedpurchasenice showpeice,neutral
awesome nice,positive
highly recommended value for money little lighter in weight looking good,positive
best in the market! love it,positive
great product image good but not satisfied because this was polise and i was shocked,negative
perfect product! very nice,positive
wonderful looking very nice shining awesome,positive
bad quality very bad dont buy this,negative
delightful light weight product easy to wash it look gud worth buying it,positive
wonderful good product,positive
excellent osm,positive
really nice excellent,positive
highly recommended very nice product loved it,positive
excellent mai to bahut satisfied hua highly recommend,positive
worth every penny very good,positive
fabulous! for the price its a good showpiece,positive
best in the market! very good productliked it very much and met our expectations,positive
awesome nice,positive
nice product super,positive
awesome superrrrrr,positive
super! nice decision haa some,positive
perfect product! best in build qualityweight and strongas per descriptiongood product good to buy,positive
delightful nice looking for office tableits not just like that its kalpatharuvuthanks to flipkart,positive
worth every penny its very lightweight and looks like a gold material,positive
wonderful very beautiful,positive
perfect product! wow,positive
brilliant as same as order beautiful,positive
worth every penny superb and awesome,positive
wonderful nice to see murti i am so excited about this murti tnx for the gift,positive
mind-blowing purchase the product is very good and very good quality as shown love it so much,positive
just wow! awesome product very very nice attractive and beautiful,positive
worth the money very nice,positive
terrific nyc one i was gifted my brother he was very happy with this product,positive
classy product noice products,positive
really nice very nice,positive
simply awesome really good,positive
nice product good product for the price,positive
delightful nice product value of money,positive
brilliant good product looks beautiful,positive
excellent so beautiful shree krishna statu i m satisfied to bought it in flipkart you must buy it,positive
just wow! nice,positive
delightful very good price,positive
highly recommended feeling blessed,positive
good choice ok good,neutral
wonderful super,positive
classy product very nice product very very nice,positive
must buy! very light weight and very good,positive
highly recommended very nice product and excellent quality go for itthanks flipkart,positive
simply awesome too good i just love it hare krishna,positive
good quality product worth of money good product,positive
awesome nice,positive
nice product this is a good show pce i really like this krishna,positive
mind-blowing purchase very nice product,positive
worth the money good metal and strong prroduct,positive
terrific purchase the best product ive ever brought from flipkart,positive
terrific purchase loved it,positive
worth every penny same as shown in the picturereally good,positive
great product nice product,positive
good choice happy with this,positive
highly recommended suberb productap buy kar sakte hgood product,positive
really nice super,positive
best in the market! love at first sight,positive
wonderful enhanced the look of my room,positive
classy product fabulous,positive
good quality product thank u flipkart,positive
does the job i order this item 2 times 2 pieces 1st one quality and size is good and finishing is above average but 2nd pieces quality is not upto the mark and size is also smaller than the 1st one overall good in this price,positive
worth every penny really good save your time,positive
highly recommended very good,positive
good choice good,positive
hated it! quality is not good,negative
just wow! its useful for every one thanks to flipkart,positive
must buy! super,positive
mind-blowing purchase love it must buy,positive
really nice nice,positive
nice good,positive
good choice super products,positive
terrific best choice,positive
worth the money nice productbut build quality not so good,negative
awesome awesome,positive
does the job very lite material used,neutral
useless product bad product,negative
decent product poor quality,negative
classy product good product,positive
highly recommended nice product,positive
mind-blowing purchase nice,positive
best in the market! value pcs finished work,positive
nice not so good not so bad you can find another one,neutral
not good chief quality only show pic key hooks not hardnot long lasting,neutral
delightful nice product i like this product,positive
worthless very bad,negative
delightful nice product,positive
value-for-money good product,positive
worth every penny very good,positive
fair size is small,neutral
worth every penny nice,positive
unsatisfactory loose quality product,negative
worth every penny nice,positive
nice ok but not life product,neutral
must buy! nice,positive
mind-blowing purchase material was very nice but under budget its nice product,positive
just wow! nice craft,positive
brilliant nice product,positive
does the job this is a nice product,positive
does the job good,positive
absolute rubbish! poor condition,negative
worth every penny very good product and looking so good,positive
wonderful ok,neutral
worst experience ever! its very poor qualityfull bad material not like,negative
moderate low quality,negative
good quality product good,positive
terrific purchase i love it,positive
highly recommended nice,positive
must buy! its worthy,positive
mind-blowing purchase good,positive
just okay good,positive
super! good quality,positive
brilliant nice,positive
decent product okay not super quality,negative
worth the money ok,neutral
really nice good,positive
nice ok,neutral
good choice fair with money,positive
terrific nice product according to price but this is small,positive
good quality product better its good looking and unique style,positive
pretty good nice,positive
terrible product vary small,neutral
not recommended at all very poor in built quality,negative
worst experience ever! bad quality product,negative
terrific very good,positive
worst experience ever! poor quality waste of money,negative
just wow! better product ever on flipkart,positive
worth the money good product,positive
pretty good good,positive
must buy! very nise,neutral
great product super,positive
great product nice,positive
fair looks good but so fragile every part is coming out when 2 tv remote i kept,positive
great product nice,positive
awesome good,positive
best in the market! good product,positive
good quality product good,positive
terrific purchase nice nice,positive
good quality product good,positive
super! good,positive
awesome bestselling gud,neutral
great product ok,neutral
does the job super,positive
pretty good nice,positive
just wow! supar,positive
fabulous! eallameaa attai wood kidaiyathu,neutral
just wow! nice good,positive
worth every penny superbbb,positive
just okay look wise good but i you expecting a solid and durable product then this is not made of thin wood,positive
highly recommended looking professional,positive
pretty good good,positive
just wow! valuable like it,positive
simply awesome good product,positive
best in the market! superb,positive
worth every penny nice product,positive
pretty good nice product,positive
wonderful product is good and useful but delicate,positive
terrific purchase nice quality is good value for money,positive
wonderful nice product,positive
pretty good good product ok more price,positive
terrific nice look,positive
simply awesome i think good product,positive
worth the money good nice design wood,positive
awesome good quality but rate up down,positive
simply awesome nice,positive
good quality product nice,positive
really nice very good quality,positive
wonderful good,positive
worth every penny for better strength apply feviquik on the joints,positive
useless product very nice,positive
good choice gud,positive
bad quality the quality of wood is very poor,negative
brilliant good,positive
fair nice good product,positive
good quality product same as shown in figure and of good quality,positive
just okay good but not great,neutral
just okay okay product in this rate,positive
just wow! very nice,positive
pretty good very useful productvery nice qualitythank you flipkart value for money,positive
just okay average product,neutral
absolute rubbish! pooor,neutral
wonderful nice,positive
nice product it was looking very goodno waste of moneyyou can go with it,negative
great product nice looking,positive
fabulous! nice product,positive
not good very bad,negative
terrific purchase super duber,positive
delightful very nice product,positive
highly recommended nice,positive
terrific happy product,positive
worth the money nice product,positive
perfect product! good one,positive
slightly disappointed unfinished product really bad,negative
classy product its good,positive
brilliant nice look and worthy,positive
fair metrial not good very light metrial i m not happy,negative
good quality product nice,positive
best in the market! thankyou flipkart to providing such a nice product in very low coastgood product and nice finishing,positive
terrific purchase nice product good quality,positive
hated it! poor quality also bad smell,negative
waste of money! quality is very bad,negative
worthless worst productdeserve 0 star ratingvery disappointing,negative
fabulous! nice product,positive
best in the market! nice,positive
good quality product just awesome,positive
good quality product very nice product looks good and useful for home,positive
delightful best quality,positive
good quality product product ok but quality,positive
must buy! nice,positive
awesome good product beautiful,positive
great product go for it perfect,positive
super! good,positive
good nice,positive
really nice good,positive
excellent wow wonderful product,positive
very poor okay,neutral
nice nice,positive
worth every penny nice,positive
mind-blowing purchase delivery boy is good,positive
very good so nice product,positive
awesome good quality,positive
not recommended at all totally waste very very poor products please remove from your site dont buy it,negative
terrific very good,positive
useless product money vest,negative
worst experience ever! too much small,negative
best in the market! awesome product and good quality,positive
great product value of money,positive
pretty good loved it nice one,positive
nice product a useful product,positive
don't waste your money poor quality,negative
moderate very cheap quality not good quality,negative
very good this is good one,positive
highly recommended nice,positive
pretty good nice profuct,positive
really nice good product good dilavari,positive
wonderful good one with lots of hangers,positive
must buy! nice product,positive
awesome value for money,positive
absolute rubbish! too bad productafter 2week metal screws got rust,negative
mind-blowing purchase very useful,positive
fair nice product as aspected,positive
really nice ok but product costly,neutral
classy product like it,positive
very good looks good fit n finishing good but build n body quality is not just strong as we expect,positive
nice product not bad,positive
classy product thanks for this wonderful gift,positive
value-for-money super,positive
utterly disappointed not proper fiting steel hanger hook one,negative
highly recommended good,positive
great product good,positive
worth the money good product,positive
wonderful very good nice,positive
fair price below nic protect,positive
terrific nice product,positive
horrible nice product,positive
awesome nice product in this price,positive
nice product nice product thank you filpkart i am happy,positive
really nice not bad,positive
did not meet expectations very bad,negative
terrific purchase very very nice product,positive
must buy! very nice prodact,positive
value-for-money nice,positive
really nice good product,positive
wonderful nice one,positive
does the job good product,positive
not good bad material,negative
excellent its very nice quality with reasonable price,positive
awesome nice product thank you flipkart,positive
mind-blowing purchase could be bit heavy it can hold easily 2 mobile you can also keep remote or light wait staffs over all good at this price range,positive
just okay average item,neutral
does the job good,positive
simply awesome good,positive
classy product wow its great item,positive
classy product excellent,positive
does the job thank you flilpkart,positive
brilliant good product,positive
awesome good product looking nice,positive
does the job not bad,positive
must buy! good,positive
excellent good,positive
worth the money nice,positive
best in the market! nice product,positive
slightly disappointed not good,negative
does the job not so goodits so sonot 11 inchits 9 inch onlysoft material easy to brokenlookwise this is ok,neutral
terrible product bad,negative
classy product very good product,positive
very poor bad quality very too bad waste of money,negative
very good super tq flipkart,positive
worth every penny niceone,positive
nice product good product useful but could be better,positive
super! nice product,positive
value-for-money gud product,positive
value-for-money nice product,positive
great product very good,positive
fair good,positive
must buy! excellent product,positive
fair good,positive
best in the market! good,positive
good quality product good,positive
worthless not good,negative
wonderful superb,positive
fair not good,negative
just wow! in this price of range product is good but worried about durability coz made by thin wood lets see how much go long,negative
not recommended at all very poor quality,negative
not recommended at all quality is not good at all,negative
best in the market! nice,positive
decent product good,positive
just wow! just go for it awesome product u can decorate it also in last women,positive
terrific good,positive
very good value for money,positive
expected a better product so so productsmall in size,negative
wonderful cool,positive
mind-blowing purchase surprisingly an amazing thing in this price,positive
very good good,positive
just wow! nice,positive
decent product good,positive
good choice supper,positive
just wow! super,positive
perfect product! good,positive
wonderful nice,positive
just wow! supar,positive
don't waste your money the color of product was delivered as ordered online this was worst product,negative
just okay ok,neutral
just wow! best,positive
super! good product,positive
must buy! good same as picture,positive
excellent very nc,positive
awesome super vundhi,positive
perfect product! good product,positive
decent product avarage,neutral
worth the money i loved itnice,positive
just okay not bad but is improvised,positive
decent product average qualitybut does the job,neutral
brilliant good and amazing peice,positive
perfect product! great one,positive
delightful nice,positive
super! good,positive
highly recommended good at this price,positive
just wow! very useful product,positive
fabulous! best product,positive
good choice useful,positive
highly recommended superb,positive
worth every penny very nice,positive
not good not as expected very thin the wood is moving,neutral
does the job ok but poor quality,negative
decent product nyc,positive
good quality product nice,positive
terrible product not up to standard,negative
perfect product! nice quality,positive
best in the market! so good,positive
best in the market! great product,positive
wonderful nice,positive
must buy! very nice,positive
good quality product good product,positive
worthless very low quality wastage of money,negative
wonderful good product,positive
just wow! best product in this price valuable for money,positive
good good product,positive
brilliant really good product,positive
terrific super product,positive
very good v good,positive
terrific purchase good product,positive
moderate built quality too low,negative
classy product good,positive
terrific good,positive
good choice super,positive
did not meet expectations pruduct meterial is low quality,negative
simply awesome best prodak,positive
does the job good,positive
simply awesome good,positive
awesome amazing use full product,positive
value-for-money very nice,positive
excellent nice products,positive
does the job normal quality,neutral
very good nice but small size,positive
nice product good,positive
simply awesome very good and excellent,positive
absolute rubbish! very bad quality,negative
just okay ok,neutral
not good very delicate,positive
fabulous! perfect product,positive
best in the market! this is really a use full things,neutral
decent product good,positive
perfect product! good product,positive
does the job not too good,negative
terrific its amazing,positive
just wow! nyc product,positive
best in the market! good product,positive
delightful product is good,positive
fabulous! super,positive
delightful good,positive
decent product not an thick wood some parts are flexible and will be easily broken,positive
awesome nice product,positive
awesome use full product and nice quality,positive
fabulous! very good,positive
good choice super,positive
fabulous! nice,positive
not recommended at all worst quality,negative
best in the market! nice,positive
decent product good,positive
best in the market! osm product,positive
just wow! nice,positive
best in the market! v nice,positive
don't waste your money very bad,negative
fabulous! very good one i loved it,positive
decent product ook,neutral
mind-blowing purchase awesome,positive
simply awesome nice product,positive
very good good,positive
simply awesome very nice product,positive
excellent very nice product,positive
terrific nice products,positive
super! good,positive
simply awesome amazing,positive
wonderful very good,positive
good quality product good,positive
does the job quality is very poor so partially good,negative
good quality product good product,positive
perfect product! good quality same as show in image,positive
slightly disappointed very week,negative
awesome very best quality,positive
highly recommended awesome,positive
fabulous! good,positive
fabulous! awesome product,positive
super! nyc,positive
awesome excellent and strong,positive
pretty good its good,positive
nice this product is betterbut ok,positive
terrific good product,positive
mind-blowing purchase excellent in this price,positive
excellent very nice product i like it,positive
highly recommended good,positive
great product nice,positive
terrific good,positive
fabulous! nice product,positive
brilliant good,positive
fabulous! good product,positive
pretty good good product,positive
perfect product! wonderful,positive
slightly disappointed low quality,negative
perfect product! good,positive
excellent nice products,positive
awesome nice,positive
terrific nice,positive
good very nice,positive
mind-blowing purchase according to the price its ok,positive
worth every penny nice,positive
must buy! this is awesome i suggest bought this product strongly recommend,positive
terrific good quality product delivery person is nice and polite behaviour and good behaviour shravin mathias thanks flipkart,positive
nice product superb thanks for flipart,positive
very good nice,positive
nice product very nice product,positive
just wow! item is found as expected good quality material,positive
must buy! awesome,positive
terrific purchase nice,positive
delightful coasted product value of money thank you flipkart,positive
highly recommended it is very nice,positive
excellent best value for this level of work although i bought it on discount so worth purchase good product classy,positive
just okay very nice and good item,positive
does the job nice,positive
must buy! this is a nice product thanks for it,positive
worth every penny very nice product im so happy,positive
waste of money! the product is laser cut not strong it cant hold phone dont buy this or same model like this,negative
best in the market! nice products,positive
fair super product thank you flifcart,positive
terrific purchase tq flipkart for this product,positive
classy product awesome,positive
did not meet expectations not good,negative
terrific purchase good design,positive
mind-blowing purchase nice,positive
pretty good good and attractive,positive
perfect product! good,positive
terrific purchase the product is asome so nice,positive
great product good,positive
great product nice product is thanks,positive
delightful very proud pheel,positive
wonderful have a nice product for flibkart thank you,positive
classy product good product,positive
best in the market! i liked it,positive
best in the market! really like itmy neighbours also want to buy it,positive
awesome good looking,positive
perfect product! good,positive
great product good,positive
best in the market! very nice,positive
classy product looks good,positive
nice product ok,neutral
hated it! this item is not strong,negative
did not meet expectations not bad product showing in details product made of wood but it is made of card board gatta,positive
worth the money ok,neutral
good quality product nice,positive
fabulous! very good,positive
did not meet expectations very bad,negative
fabulous! beutiful,positive
does the job poor quality,negative
terrific purchase good,positive
did not meet expectations very poor quality,negative
best in the market! good,positive
good choice good product,positive
terrible product product was not good,negative
awesome very good app,positive
worth every penny ausum,positive
excellent ok,neutral
terrific nice,positive
classy product good,positive
just okay not so storng,negative
terrific worth many,positive
good choice super product,positive
awesome good meterial,positive
could be way better ok but small,neutral
classy product wow lovely product thanks arpita craptas,positive
just wow! nice product,positive
simply awesome nice,positive
awesome nice,positive
mind-blowing purchase well,positive
simply awesome best,positive
super! very good using for mobile charging stand,positive
terrific purchase nice,positive
not recommended at all very delicate not made of wood but board wont last long,positive
nice product good,positive
super! super,positive
awesome awasome,positive
best in the market! i like product thanx flipcrt,positive
super! good,positive
